Here is surprise
打眼  ,  1  ,  {'surprise': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
相濡  ,  1  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
小鸟  ,  1  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
望子成龙  ,  1  ,  {'love': 0.9, 'expect': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
成瘾  ,  1  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
极爱  ,  1  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
妙不可言  ,  7  ,  {'love': 0.87, 'joy': 0.21, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
患难与共  ,  3  ,  {'love': 0.87, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
热爱  ,  43  ,  {'love': 0.86, 'joy': 0.08, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
清醇  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不屈不挠  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
谈情说爱  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
动人心弦  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
绝美  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
五体  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
如痴如醉  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
地久天长  ,  2  ,  {'love': 0.85, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
珍宝  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大气磅礴  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
清越  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
老马  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
怜悯之心  ,  2  ,  {'love': 0.85, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
心甘  ,  2  ,  {'love': 0.85, 'joy': 0.4, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
依恋  ,  12  ,  {'love': 0.83, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
独一无二  ,  4  ,  {'love': 0.83, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
尽善尽美  ,  4  ,  {'love': 0.83, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
忠厚  ,  3  ,  {'love': 0.83, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
亲爱的  ,  8  ,  {'love': 0.83, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
情投意合  ,  3  ,  {'love': 0.83, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
绝顶  ,  4  ,  {'love': 0.82, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
天籁  ,  7  ,  {'love': 0.82, 'joy': 0.1, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
鸟语花香  ,  4  ,  {'love': 0.82, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
挚爱  ,  8  ,  {'love': 0.81, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
神品  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
天衣无缝  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
礼遇  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大公无私  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
回肠荡气  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
栩栩如生  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
五绝  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
视民如子  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
海纳百川  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
名扬  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
移步  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
道骨  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
楚楚动人  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
风景线  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
温煦  ,  2  ,  {'love': 0.8, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
喜人  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
娃娃脸  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
长盛不衰  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
虽败犹荣  ,  2  ,  {'love': 0.8, 'sorrow': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
一线光  ,  1  ,  {'love': 0.8, 'expect': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
健将  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
行善  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
人见人爱  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
亲亲  ,  3  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
真乖  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
心连心  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
体贴入微  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
信物  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
长相斯守  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
十全十美  ,  5  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
让爱  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
上品  ,  3  ,  {'love': 0.8, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
恢宏  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
坚持不懈  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
闲适  ,  3  ,  {'love': 0.8, 'joy': 0.23, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
寻梦  ,  2  ,  {'love': 0.8, 'expect': 0.65, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
种美  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
来电  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
抱紧  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
胜利地  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
生龙活虎  ,  3  ,  {'love': 0.8, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
朗爽  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
甜甜蜜蜜  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
夫妻  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
只喜欢  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
两肋插刀  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
威猛  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
无名  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
多彩多姿  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
睹物思人  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
可人  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
精彩绝伦  ,  1  ,  {'love': 0.8, 'joy': 0.5, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
祝福声  ,  2  ,  {'love': 0.8, 'joy': 0.65, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
思恋  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
地大物博  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
美轮美奂  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
繁花似锦  ,  7  ,  {'love': 0.8, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
流连忘返  ,  4  ,  {'love': 0.8, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
博大胸怀  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
高妙  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
行云流水  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
痴痴地  ,  4  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
含情脉脉  ,  4  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
四海  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}

Here is joy
润润  ,  1  ,  {'joy': 1.0, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
春风满面  ,  1  ,  {'joy': 1.0, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
洞房花烛夜  ,  1  ,  {'joy': 1.0, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
金榜提名时  ,  1  ,  {'joy': 1.0, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
雪中送炭  ,  1  ,  {'love': 1.0, 'joy': 1.0, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
发狂  ,  1  ,  {'love': 1.0, 'joy': 1.0, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
同庆  ,  1  ,  {'joy': 1.0, 'love': 0.8, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
喜极  ,  1  ,  {'joy': 1.0, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大笑不止  ,  1  ,  {'joy': 1.0, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大团圆  ,  2  ,  {'joy': 0.95, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
欣喜若狂  ,  2  ,  {'joy': 0.95, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
堂堂正正  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
感慨万分  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
捧腹大笑  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
塌实  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
开门红  ,  2  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
徜徉于  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
喜形于色  ,  2  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
孺子可教也＾＿＾  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
触手  ,  1  ,  {'joy': 0.9, 'love': 0.7, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
喜滋滋  ,  3  ,  {'joy': 0.9, 'love': 0.23, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
子孙  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
富饶  ,  1  ,  {'love': 0.9, 'joy': 0.9, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
浪潮  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
和和美美  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大喜事  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
两全其美  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
势在必得  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
财源  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大喜之日  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
誉满  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
：Ｐ  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
最高兴  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
团圆年  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
如日中天  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
容光焕发  ,  2  ,  {'joy': 0.9, 'love': 0.5, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
前途无量  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
富甲一方  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
衣锦  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
欢呼雀跃  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
融会贯通  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
物我两忘  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
哈哈大笑  ,  12  ,  {'joy': 0.89, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
沸腾  ,  7  ,  {'joy': 0.87, 'love': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
前仰后合  ,  3  ,  {'joy': 0.87, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
