蹑手蹑脚  ,  3  ,  {'anxiety': 0.53, 'love': 0.17, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
爱恋  ,  19  ,  {'love': 0.67, 'joy': 0.09, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
牵手  ,  2  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
相拥  ,  4  ,  {'love': 0.72, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
相亲  ,  5  ,  {'love': 0.48, 'joy': 0.22, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
紧紧  ,  5  ,  {'love': 0.36, 'anxiety': 0.12, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
孤寂  ,  30  ,  {'sorrow': 0.52, 'anxiety': 0.41, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
放手  ,  14  ,  {'sorrow': 0.7, 'anxiety': 0.09, 'expect': 0.04, 'love': 0.0, 'joy': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
酷热  ,  3  ,  {'anxiety': 0.3, 'hate': 0.23, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
下雨  ,  4  ,  {'anxiety': 0.15, 'sorrow': 0.13, 'joy': 0.1, 'love': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
板房  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
老人家  ,  7  ,  {'love': 0.39, 'anxiety': 0.06, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
冰雹  ,  2  ,  {'anxiety': 0.2, 'hate': 0.1, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
水龙卷  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
彩虹  ,  5  ,  {'love': 0.62, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
认为  ,  11  ,  {'expect': 0.14, 'love': 0.08, 'anxiety': 0.06, 'hate': 0.03, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0}
引发  ,  7  ,  {'anxiety': 0.43, 'love': 0.07, 'joy': 0.07, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
环保  ,  4  ,  {'love': 0.28, 'joy': 0.28, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
知识  ,  12  ,  {'love': 0.45, 'anxiety': 0.04, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
预报  ,  1  ,  {'joy': 0.3, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
私家  ,  1  ,  {'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
提早  ,  1  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
通知  ,  1  ,  {'love': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
公布  ,  3  ,  {'joy': 0.3, 'expect': 0.17, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
就要  ,  13  ,  {'expect': 0.46, 'hate': 0.06, 'anxiety': 0.05, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0}
贴身  ,  1  ,  {'love': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
作用  ,  7  ,  {'love': 0.2, 'joy': 0.07, 'expect': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
改善  ,  13  ,  {'joy': 0.32, 'love': 0.14, 'expect': 0.14, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
转述  ,  2  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
道听途说  ,  1  ,  {'hate': 0.2, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
不少  ,  11  ,  {'anxiety': 0.14, 'joy': 0.11, 'love': 0.08, 'hate': 0.06, 'anger': 0.05, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
安排  ,  7  ,  {'expect': 0.2, 'anxiety': 0.03, 'love': 0.03, 'hate': 0.03, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0}
运气  ,  5  ,  {'love': 0.56, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
传送  ,  1  ,  {'love': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
表示  ,  3  ,  {'love': 0.17, 'joy': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
乐意  ,  9  ,  {'love': 0.32, 'joy': 0.22, 'expect': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
啧啧称奇  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
感觉  ,  6  ,  {'love': 0.18, 'joy': 0.12, 'anxiety': 0.02, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
畅通  ,  2  ,  {'joy': 0.55, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
兴冲冲  ,  1  ,  {'joy': 0.7, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
贺语  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
用武之地  ,  1  ,  {'joy': 0.7, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
平平安安  ,  9  ,  {'joy': 0.62, 'love': 0.3, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
艰难  ,  38  ,  {'anxiety': 0.52, 'sorrow': 0.26, 'hate': 0.07, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
顺心  ,  9  ,  {'joy': 0.69, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
希冀  ,  7  ,  {'expect': 0.69, 'love': 0.09, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
好运  ,  6  ,  {'love': 0.3, 'joy': 0.27, 'expect': 0.12, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
磨难  ,  7  ,  {'anxiety': 0.63, 'sorrow': 0.23, 'hate': 0.11, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
阻挡  ,  18  ,  {'anxiety': 0.32, 'hate': 0.2, 'anger': 0.16, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
波折  ,  6  ,  {'sorrow': 0.38, 'anxiety': 0.3, 'hate': 0.07, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
称羡  ,  1  ,  {'joy': 0.8, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
关切  ,  12  ,  {'love': 0.64, 'expect': 0.06, 'joy': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
心酸  ,  17  ,  {'sorrow': 0.64, 'anxiety': 0.14, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
惭愧  ,  19  ,  {'anxiety': 0.35, 'sorrow': 0.35, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
后知后觉  ,  2  ,  {'anxiety': 0.35, 'hate': 0.1, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
挫折  ,  17  ,  {'anxiety': 0.41, 'sorrow': 0.31, 'hate': 0.05, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
避风港  ,  3  ,  {'love': 0.63, 'expect': 0.33, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
泪眼  ,  5  ,  {'sorrow': 0.68, 'anxiety': 0.1, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
淡淡的  ,  11  ,  {'love': 0.44, 'sorrow': 0.1, 'anxiety': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
埋葬  ,  14  ,  {'sorrow': 0.65, 'anxiety': 0.13, 'hate': 0.05, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
痛失  ,  3  ,  {'sorrow': 0.8, 'anxiety': 0.23, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
爱侣  ,  2  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
绝食  ,  1  ,  {'sorrow': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
深厚  ,  7  ,  {'love': 0.71, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
疼爱  ,  28  ,  {'love': 0.73, 'joy': 0.11, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
失落  ,  47  ,  {'sorrow': 0.64, 'anxiety': 0.22, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
严谨  ,  4  ,  {'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
嗜好  ,  3  ,  {'love': 0.57, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
荣华富贵  ,  1  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
开开心心  ,  4  ,  {'joy': 0.85, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
作伴  ,  2  ,  {'love': 0.5, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
无序  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
取代  ,  4  ,  {'sorrow': 0.35, 'anger': 0.1, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
理所当然  ,  10  ,  {'joy': 0.32, 'love': 0.14, 'anger': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
坟墓  ,  4  ,  {'sorrow': 0.3, 'anxiety': 0.15, 'hate': 0.15, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
清贫如洗　也一样幸福  ,  1  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
所剩无几  ,  1  ,  {'anxiety': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
囊中羞涩  ,  3  ,  {'anxiety': 0.73, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
巴不得  ,  4  ,  {'expect': 0.38, 'hate': 0.3, 'joy': 0.15, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0}
一贫如洗  ,  2  ,  {'anxiety': 0.8, 'sorrow': 0.3, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
凉爽  ,  10  ,  {'love': 0.67, 'joy': 0.11, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
新鲜空气  ,  2  ,  {'love': 0.75, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
胜仗  ,  1  ,  {'joy': 0.6, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
昂首挺胸  ,  2  ,  {'joy': 0.75, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
凯旋  ,  1  ,  {'joy': 0.8, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
清贫  ,  10  ,  {'anxiety': 0.4, 'sorrow': 0.33, 'hate': 0.04, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
窘迫  ,  3  ,  {'anxiety': 0.67, 'sorrow': 0.23, 'hate': 0.2, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
举债  ,  1  ,  {'sorrow': 0.6, 'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
怨言  ,  5  ,  {'hate': 0.44, 'anxiety': 0.16, 'anger': 0.16, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
堂堂正正  ,  1  ,  {'joy': 0.9, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
新婚  ,  4  ,  {'joy': 0.58, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
怒号  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
淫威  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
省吃俭用  ,  3  ,  {'anxiety': 0.3, 'love': 0.13, 'sorrow': 0.13, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
奢侈品  ,  6  ,  {'anxiety': 0.28, 'love': 0.25, 'hate': 0.12, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
满足感  ,  4  ,  {'love': 0.53, 'joy': 0.47, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
难忘  ,  33  ,  {'love': 0.54, 'anxiety': 0.09, 'joy': 0.09, 'sorrow': 0.06, 'surprise': 0.03, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
彷徨  ,  16  ,  {'anxiety': 0.72, 'sorrow': 0.11, 'anger': 0.04, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
失意  ,  17  ,  {'sorrow': 0.61, 'anxiety': 0.29, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
光芒  ,  9  ,  {'love': 0.5, 'joy': 0.08, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
奔忙  ,  5  ,  {'anxiety': 0.46, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
活力  ,  20  ,  {'love': 0.51, 'joy': 0.25, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
升华  ,  11  ,  {'joy': 0.42, 'love': 0.36, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
清澈  ,  24  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
烦杂  ,  2  ,  {'anxiety': 0.35, 'hate': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
铜臭  ,  1  ,  {'hate': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
挚爱  ,  8  ,  {'love': 0.81, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
困苦  ,  6  ,  {'anxiety': 0.72, 'sorrow': 0.2, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
嗟来之食  ,  2  ,  {'sorrow': 0.4, 'anger': 0.15, 'hate': 0.15, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
难于  ,  2  ,  {'anxiety': 0.7, 'sorrow': 0.25, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
饥饿  ,  7  ,  {'anxiety': 0.68, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
忙活  ,  9  ,  {'anxiety': 0.43, 'joy': 0.05, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
感天动地  ,  1  ,  {'joy': 0.7, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
柔情  ,  27  ,  {'love': 0.67, 'joy': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
顽皮  ,  4  ,  {'anxiety': 0.58, 'anger': 0.17, 'love': 0.15, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
嫌我  ,  2  ,  {'anger': 0.45, 'hate': 0.45, 'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
小错  ,  2  ,  {'anger': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
不思悔改  ,  1  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
赔不是  ,  2  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
硬挺  ,  1  ,  {'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
硬朗  ,  4  ,  {'joy': 0.43, 'love': 0.15, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大不如前  ,  1  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
慈爱  ,  5  ,  {'love': 0.78, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
彻骨  ,  4  ,  {'anxiety': 0.58, 'sorrow': 0.17, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不由得  ,  5  ,  {'anxiety': 0.3, 'love': 0.14, 'joy': 0.14, 'surprise': 0.1, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
美滋滋  ,  5  ,  {'joy': 0.46, 'love': 0.3, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
小脸  ,  3  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
甜言蜜语  ,  10  ,  {'love': 0.65, 'hate': 0.04, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
直愣愣  ,  1  ,  {'surprise': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
想不想  ,  1  ,  {'expect': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
娇贵  ,  2  ,  {'love': 0.55, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
养护  ,  2  ,  {'love': 0.65, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
坏蛋  ,  5  ,  {'hate': 0.68, 'love': 0.06, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
神仙  ,  2  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
顺着  ,  3  ,  {'love': 0.33, 'joy': 0.17, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
偷走  ,  5  ,  {'anxiety': 0.32, 'hate': 0.28, 'anger': 0.14, 'sorrow': 0.1, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
防止  ,  6  ,  {'expect': 0.18, 'love': 0.17, 'anxiety': 0.12, 'joy': 0.08, 'hate': 0.08, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0}
哈哈哈  ,  3  ,  {'joy': 0.47, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
得意  ,  18  ,  {'joy': 0.66, 'love': 0.08, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
温和  ,  10  ,  {'love': 0.58, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
工整  ,  5  ,  {'love': 0.54, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
得心应手  ,  3  ,  {'love': 0.5, 'joy': 0.47, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
粗心  ,  2  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
